name,nationalDexNum,types,stats
Gulpin,316,['Poison'],"{'HP': '70', 'Attack': '43', 'Defense': '53', 'Sp. Atk': '43', 'Sp. Def': '53', 'Speed': '40', 'Total': '302'}"
Swalot,317,['Poison'],"{'HP': '100', 'Attack': '73', 'Defense': '83', 'Sp. Atk': '73', 'Sp. Def': '83', 'Speed': '55', 'Total': '467'}"
Carvanha,318,"['Water', 'Dark']","{'HP': '45', 'Attack': '90', 'Defense': '20', 'Sp. Atk': '65', 'Sp. Def': '20', 'Speed': '65', 'Total': '305'}"
Sharpedo,319,"['Water', 'Dark']","{'HP': '70', 'Attack': '120', 'Defense': '40', 'Sp. Atk': '95', 'Sp. Def': '40', 'Speed': '95', 'Total': '460'}"
Wailmer,320,['Water'],"{'HP': '130', 'Attack': '70', 'Defense': '35', 'Sp. Atk': '70', 'Sp. Def': '35', 'Speed': '60', 'Total': '400'}"
Wailord,321,['Water'],"{'HP': '170', 'Attack': '90', 'Defense': '45', 'Sp. Atk': '90', 'Sp. Def': '45', 'Speed': '60', 'Total': '500'}"
Numel,322,"['Fire', 'Ground']","{'HP': '60', 'Attack': '60', 'Defense': '40', 'Sp. Atk': '65', 'Sp. Def': '45', 'Speed': '35', 'Total': '305'}"
Camerupt,323,"['Fire', 'Ground']","{'HP': '70', 'Attack': '100', 'Defense': '70', 'Sp. Atk': '105', 'Sp. Def': '75', 'Speed': '40', 'Total': '460'}"
Torkoal,324,['Fire'],"{'HP': '70', 'Attack': '85', 'Defense': '140', 'Sp. Atk': '85', 'Sp. Def': '70', 'Speed': '20', 'Total': '470'}"
Spoink,325,['Psychic'],"{'HP': '60', 'Attack': '25', 'Defense': '35', 'Sp. Atk': '70', 'Sp. Def': '80', 'Speed': '60', 'Total': '330'}"
Grumpig,326,['Psychic'],"{'HP': '80', 'Attack': '45', 'Defense': '65', 'Sp. Atk': '90', 'Sp. Def': '110', 'Speed': '80', 'Total': '470'}"
Spinda,327,['Normal'],"{'HP': '60', 'Attack': '60', 'Defense': '60', 'Sp. Atk': '60', 'Sp. Def': '60', 'Speed': '60', 'Total': '360'}"
Trapinch,328,['Ground'],"{'HP': '45', 'Attack': '100', 'Defense': '45', 'Sp. Atk': '45', 'Sp. Def': '45', 'Speed': '10', 'Total': '290'}"
Vibrava,329,"['Ground', 'Dragon']","{'HP': '50', 'Attack': '70', 'Defense': '50', 'Sp. Atk': '50', 'Sp. Def': '50', 'Speed': '70', 'Total': '340'}"
Flygon,330,"['Ground', 'Dragon']","{'HP': '80', 'Attack': '100', 'Defense': '80', 'Sp. Atk': '80', 'Sp. Def': '80', 'Speed': '100', 'Total': '520'}"
Cacnea,331,['Grass'],"{'HP': '50', 'Attack': '85', 'Defense': '40', 'Sp. Atk': '85', 'Sp. Def': '40', 'Speed': '35', 'Total': '335'}"
Cacturne,332,"['Grass', 'Dark']","{'HP': '70', 'Attack': '115', 'Defense': '60', 'Sp. Atk': '115', 'Sp. Def': '60', 'Speed': '55', 'Total': '475'}"
Swablu,333,"['Normal', 'Flying']","{'HP': '45', 'Attack': '40', 'Defense': '60', 'Sp. Atk': '40', 'Sp. Def': '75', 'Speed': '50', 'Total': '310'}"
Altaria,334,"['Dragon', 'Flying']","{'HP': '75', 'Attack': '70', 'Defense': '90', 'Sp. Atk': '70', 'Sp. Def': '105', 'Speed': '80', 'Total': '490'}"
Zangoose,335,['Normal'],"{'HP': '73', 'Attack': '115', 'Defense': '60', 'Sp. Atk': '60', 'Sp. Def': '60', 'Speed': '90', 'Total': '458'}"
Seviper,336,['Poison'],"{'HP': '73', 'Attack': '100', 'Defense': '60', 'Sp. Atk': '100', 'Sp. Def': '60', 'Speed': '65', 'Total': '458'}"
Lunatone,337,"['Rock', 'Psychic']","{'HP': '90', 'Attack': '55', 'Defense': '65', 'Sp. Atk': '95', 'Sp. Def': '85', 'Speed': '70', 'Total': '460'}"
Solrock,338,"['Rock', 'Psychic']","{'HP': '90', 'Attack': '95', 'Defense': '85', 'Sp. Atk': '55', 'Sp. Def': '65', 'Speed': '70', 'Total': '460'}"
Barboach,339,"['Water', 'Ground']","{'HP': '50', 'Attack': '48', 'Defense': '43', 'Sp. Atk': '46', 'Sp. Def': '41', 'Speed': '60', 'Total': '288'}"
Whiscash,340,"['Water', 'Ground']","{'HP': '110', 'Attack': '78', 'Defense': '73', 'Sp. Atk': '76', 'Sp. Def': '71', 'Speed': '60', 'Total': '468'}"
Corphish,341,['Water'],"{'HP': '43', 'Attack': '80', 'Defense': '65', 'Sp. Atk': '50', 'Sp. Def': '35', 'Speed': '35', 'Total': '308'}"
Crawdaunt,342,"['Water', 'Dark']","{'HP': '63', 'Attack': '120', 'Defense': '85', 'Sp. Atk': '90', 'Sp. Def': '55', 'Speed': '55', 'Total': '468'}"
Baltoy,343,"['Ground', 'Psychic']","{'HP': '40', 'Attack': '40', 'Defense': '55', 'Sp. Atk': '40', 'Sp. Def': '70', 'Speed': '55', 'Total': '300'}"
Claydol,344,"['Ground', 'Psychic']","{'HP': '60', 'Attack': '70', 'Defense': '105', 'Sp. Atk': '70', 'Sp. Def': '120', 'Speed': '75', 'Total': '500'}"
Lileep,345,"['Rock', 'Grass']","{'HP': '66', 'Attack': '41', 'Defense': '77', 'Sp. Atk': '61', 'Sp. Def': '87', 'Speed': '23', 'Total': '355'}"
Cradily,346,"['Rock', 'Grass']","{'HP': '86', 'Attack': '81', 'Defense': '97', 'Sp. Atk': '81', 'Sp. Def': '107', 'Speed': '43', 'Total': '495'}"
Anorith,347,"['Rock', 'Bug']","{'HP': '45', 'Attack': '95', 'Defense': '50', 'Sp. Atk': '40', 'Sp. Def': '50', 'Speed': '75', 'Total': '355'}"
Armaldo,348,"['Rock', 'Bug']","{'HP': '75', 'Attack': '125', 'Defense': '100', 'Sp. Atk': '70', 'Sp. Def': '80', 'Speed': '45', 'Total': '495'}"
Feebas,349,['Water'],"{'HP': '20', 'Attack': '15', 'Defense': '20', 'Sp. Atk': '10', 'Sp. Def': '55', 'Speed': '80', 'Total': '200'}"
Milotic,350,['Water'],"{'HP': '95', 'Attack': '60', 'Defense': '79', 'Sp. Atk': '100', 'Sp. Def': '125', 'Speed': '81', 'Total': '540'}"
Castform,351,['Normal'],"{'HP': '70', 'Attack': '70', 'Defense': '70', 'Sp. Atk': '70', 'Sp. Def': '70', 'Speed': '70', 'Total': '420'}"
Kecleon,352,['Normal'],"{'HP': '60', 'Attack': '90', 'Defense': '70', 'Sp. Atk': '60', 'Sp. Def': '120', 'Speed': '40', 'Total': '440'}"
Shuppet,353,['Ghost'],"{'HP': '44', 'Attack': '75', 'Defense': '35', 'Sp. Atk': '63', 'Sp. Def': '33', 'Speed': '45', 'Total': '295'}"
Banette,354,['Ghost'],"{'HP': '64', 'Attack': '115', 'Defense': '65', 'Sp. Atk': '83', 'Sp. Def': '63', 'Speed': '65', 'Total': '455'}"
Duskull,355,['Ghost'],"{'HP': '20', 'Attack': '40', 'Defense': '90', 'Sp. Atk': '30', 'Sp. Def': '90', 'Speed': '25', 'Total': '295'}"
Dusclops,356,['Ghost'],"{'HP': '40', 'Attack': '70', 'Defense': '130', 'Sp. Atk': '60', 'Sp. Def': '130', 'Speed': '25', 'Total': '455'}"
Tropius,357,"['Grass', 'Flying']","{'HP': '99', 'Attack': '68', 'Defense': '83', 'Sp. Atk': '72', 'Sp. Def': '87', 'Speed': '51', 'Total': '460'}"
Chimecho,358,['Psychic'],"{'HP': '75', 'Attack': '50', 'Defense': '80', 'Sp. Atk': '95', 'Sp. Def': '90', 'Speed': '65', 'Total': '455'}"
Absol,359,['Dark'],"{'HP': '65', 'Attack': '130', 'Defense': '60', 'Sp. Atk': '75', 'Sp. Def': '60', 'Speed': '75', 'Total': '465'}"
Wynaut,360,['Psychic'],"{'HP': '95', 'Attack': '23', 'Defense': '48', 'Sp. Atk': '23', 'Sp. Def': '48', 'Speed': '23', 'Total': '260'}"
Snorunt,361,['Ice'],"{'HP': '50', 'Attack': '50', 'Defense': '50', 'Sp. Atk': '50', 'Sp. Def': '50', 'Speed': '50', 'Total': '300'}"
Glalie,362,['Ice'],"{'HP': '80', 'Attack': '80', 'Defense': '80', 'Sp. Atk': '80', 'Sp. Def': '80', 'Speed': '80', 'Total': '480'}"
Spheal,363,"['Ice', 'Water']","{'HP': '70', 'Attack': '40', 'Defense': '50', 'Sp. Atk': '55', 'Sp. Def': '50', 'Speed': '25', 'Total': '290'}"
Sealeo,364,"['Ice', 'Water']","{'HP': '90', 'Attack': '60', 'Defense': '70', 'Sp. Atk': '75', 'Sp. Def': '70', 'Speed': '45', 'Total': '410'}"
Walrein,365,"['Ice', 'Water']","{'HP': '110', 'Attack': '80', 'Defense': '90', 'Sp. Atk': '95', 'Sp. Def': '90', 'Speed': '65', 'Total': '530'}"
Clamperl,366,['Water'],"{'HP': '35', 'Attack': '64', 'Defense': '85', 'Sp. Atk': '74', 'Sp. Def': '55', 'Speed': '32', 'Total': '345'}"
Huntail,367,['Water'],"{'HP': '55', 'Attack': '104', 'Defense': '105', 'Sp. Atk': '94', 'Sp. Def': '75', 'Speed': '52', 'Total': '485'}"
Gorebyss,368,['Water'],"{'HP': '55', 'Attack': '84', 'Defense': '105', 'Sp. Atk': '114', 'Sp. Def': '75', 'Speed': '52', 'Total': '485'}"
Relicanth,369,"['Water', 'Rock']","{'HP': '100', 'Attack': '90', 'Defense': '130', 'Sp. Atk': '45', 'Sp. Def': '65', 'Speed': '55', 'Total': '485'}"
Luvdisc,370,['Water'],"{'HP': '43', 'Attack': '30', 'Defense': '55', 'Sp. Atk': '40', 'Sp. Def': '65', 'Speed': '97', 'Total': '330'}"
Bagon,371,['Dragon'],"{'HP': '45', 'Attack': '75', 'Defense': '60', 'Sp. Atk': '40', 'Sp. Def': '30', 'Speed': '50', 'Total': '300'}"
Shelgon,372,['Dragon'],"{'HP': '65', 'Attack': '95', 'Defense': '100', 'Sp. Atk': '60', 'Sp. Def': '50', 'Speed': '50', 'Total': '420'}"
Salamence,373,"['Dragon', 'Flying']","{'HP': '95', 'Attack': '135', 'Defense': '80', 'Sp. Atk': '110', 'Sp. Def': '80', 'Speed': '100', 'Total': '600'}"
Beldum,374,"['Steel', 'Psychic']","{'HP': '40', 'Attack': '55', 'Defense': '80', 'Sp. Atk': '35', 'Sp. Def': '60', 'Speed': '30', 'Total': '300'}"
Metang,375,"['Steel', 'Psychic']","{'HP': '60', 'Attack': '75', 'Defense': '100', 'Sp. Atk': '55', 'Sp. Def': '80', 'Speed': '50', 'Total': '420'}"
Metagross,376,"['Steel', 'Psychic']","{'HP': '80', 'Attack': '135', 'Defense': '130', 'Sp. Atk': '95', 'Sp. Def': '90', 'Speed': '70', 'Total': '600'}"
Regirock,377,['Rock'],"{'HP': '80', 'Attack': '100', 'Defense': '200', 'Sp. Atk': '50', 'Sp. Def': '100', 'Speed': '50', 'Total': '580'}"
Regice,378,['Ice'],"{'HP': '80', 'Attack': '50', 'Defense': '100', 'Sp. Atk': '100', 'Sp. Def': '200', 'Speed': '50', 'Total': '580'}"
Registeel,379,['Steel'],"{'HP': '80', 'Attack': '75', 'Defense': '150', 'Sp. Atk': '75', 'Sp. Def': '150', 'Speed': '50', 'Total': '580'}"
Latias,380,"['Dragon', 'Psychic']","{'HP': '80', 'Attack': '80', 'Defense': '90', 'Sp. Atk': '110', 'Sp. Def': '130', 'Speed': '110', 'Total': '600'}"
Latios,381,"['Dragon', 'Psychic']","{'HP': '80', 'Attack': '90', 'Defense': '80', 'Sp. Atk': '130', 'Sp. Def': '110', 'Speed': '110', 'Total': '600'}"
Kyogre,382,['Water'],"{'HP': '100', 'Attack': '100', 'Defense': '90', 'Sp. Atk': '150', 'Sp. Def': '140', 'Speed': '90', 'Total': '670'}"
Groudon,383,['Ground'],"{'HP': '100', 'Attack': '150', 'Defense': '140', 'Sp. Atk': '100', 'Sp. Def': '90', 'Speed': '90', 'Total': '670'}"
Rayquaza,384,"['Dragon', 'Flying']","{'HP': '105', 'Attack': '150', 'Defense': '90', 'Sp. Atk': '150', 'Sp. Def': '90', 'Speed': '95', 'Total': '680'}"
Jirachi,385,"['Steel', 'Psychic']","{'HP': '100', 'Attack': '100', 'Defense': '100', 'Sp. Atk': '100', 'Sp. Def': '100', 'Speed': '100', 'Total': '600'}"
Deoxys,386,['Psychic'],"{'HP': '50', 'Attack': '150', 'Defense': '50', 'Sp. Atk': '150', 'Sp. Def': '50', 'Speed': '150', 'Total': '600'}"
Turtwig,387,['Grass'],"{'HP': '55', 'Attack': '68', 'Defense': '64', 'Sp. Atk': '45', 'Sp. Def': '55', 'Speed': '31', 'Total': '318'}"
Grotle,388,['Grass'],"{'HP': '75', 'Attack': '89', 'Defense': '85', 'Sp. Atk': '55', 'Sp. Def': '65', 'Speed': '36', 'Total': '405'}"
Torterra,389,"['Grass', 'Ground']","{'HP': '95', 'Attack': '109', 'Defense': '105', 'Sp. Atk': '75', 'Sp. Def': '85', 'Speed': '56', 'Total': '525'}"
Chimchar,390,['Fire'],"{'HP': '44', 'Attack': '58', 'Defense': '44', 'Sp. Atk': '58', 'Sp. Def': '44', 'Speed': '61', 'Total': '309'}"
Monferno,391,"['Fire', 'Fighting']","{'HP': '64', 'Attack': '78', 'Defense': '52', 'Sp. Atk': '78', 'Sp. Def': '52', 'Speed': '81', 'Total': '405'}"
Infernape,392,"['Fire', 'Fighting']","{'HP': '76', 'Attack': '104', 'Defense': '71', 'Sp. Atk': '104', 'Sp. Def': '71', 'Speed': '108', 'Total': '534'}"
Piplup,393,['Water'],"{'HP': '53', 'Attack': '51', 'Defense': '53', 'Sp. Atk': '61', 'Sp. Def': '56', 'Speed': '40', 'Total': '314'}"
Prinplup,394,['Water'],"{'HP': '64', 'Attack': '66', 'Defense': '68', 'Sp. Atk': '81', 'Sp. Def': '76', 'Speed': '50', 'Total': '405'}"
Empoleon,395,"['Water', 'Steel']","{'HP': '84', 'Attack': '86', 'Defense': '88', 'Sp. Atk': '111', 'Sp. Def': '101', 'Speed': '60', 'Total': '530'}"
Starly,396,"['Normal', 'Flying']","{'HP': '40', 'Attack': '55', 'Defense': '30', 'Sp. Atk': '30', 'Sp. Def': '30', 'Speed': '60', 'Total': '245'}"
Staravia,397,"['Normal', 'Flying']","{'HP': '55', 'Attack': '75', 'Defense': '50', 'Sp. Atk': '40', 'Sp. Def': '40', 'Speed': '80', 'Total': '340'}"
Staraptor,398,"['Normal', 'Flying']","{'HP': '85', 'Attack': '120', 'Defense': '70', 'Sp. Atk': '50', 'Sp. Def': '60', 'Speed': '100', 'Total': '485'}"
Bidoof,399,['Normal'],"{'HP': '59', 'Attack': '45', 'Defense': '40', 'Sp. Atk': '35', 'Sp. Def': '40', 'Speed': '31', 'Total': '250'}"
Bibarel,400,"['Normal', 'Water']","{'HP': '79', 'Attack': '85', 'Defense': '60', 'Sp. Atk': '55', 'Sp. Def': '60', 'Speed': '71', 'Total': '410'}"
Kricketot,401,['Bug'],"{'HP': '37', 'Attack': '25', 'Defense': '41', 'Sp. Atk': '25', 'Sp. Def': '41', 'Speed': '25', 'Total': '194'}"
Kricketune,402,['Bug'],"{'HP': '77', 'Attack': '85', 'Defense': '51', 'Sp. Atk': '55', 'Sp. Def': '51', 'Speed': '65', 'Total': '384'}"
Shinx,403,['Electric'],"{'HP': '45', 'Attack': '65', 'Defense': '34', 'Sp. Atk': '40', 'Sp. Def': '34', 'Speed': '45', 'Total': '263'}"
Luxio,404,['Electric'],"{'HP': '60', 'Attack': '85', 'Defense': '49', 'Sp. Atk': '60', 'Sp. Def': '49', 'Speed': '60', 'Total': '363'}"
Luxray,405,['Electric'],"{'HP': '80', 'Attack': '120', 'Defense': '79', 'Sp. Atk': '95', 'Sp. Def': '79', 'Speed': '70', 'Total': '523'}"
Budew,406,"['Grass', 'Poison']","{'HP': '40', 'Attack': '30', 'Defense': '35', 'Sp. Atk': '50', 'Sp. Def': '70', 'Speed': '55', 'Total': '280'}"
Roserade,407,"['Grass', 'Poison']","{'HP': '60', 'Attack': '70', 'Defense': '65', 'Sp. Atk': '125', 'Sp. Def': '105', 'Speed': '90', 'Total': '515'}"
Cranidos,408,['Rock'],"{'HP': '67', 'Attack': '125', 'Defense': '40', 'Sp. Atk': '30', 'Sp. Def': '30', 'Speed': '58', 'Total': '350'}"
Rampardos,409,['Rock'],"{'HP': '97', 'Attack': '165', 'Defense': '60', 'Sp. Atk': '65', 'Sp. Def': '50', 'Speed': '58', 'Total': '495'}"
Shieldon,410,"['Rock', 'Steel']","{'HP': '30', 'Attack': '42', 'Defense': '118', 'Sp. Atk': '42', 'Sp. Def': '88', 'Speed': '30', 'Total': '350'}"
Bastiodon,411,"['Rock', 'Steel']","{'HP': '60', 'Attack': '52', 'Defense': '168', 'Sp. Atk': '47', 'Sp. Def': '138', 'Speed': '30', 'Total': '495'}"
Burmy,412,['Bug'],"{'HP': '40', 'Attack': '29', 'Defense': '45', 'Sp. Atk': '29', 'Sp. Def': '45', 'Speed': '36', 'Total': '224'}"
Wormadam,413,"['Bug', 'Grass']","{'HP': '60', 'Attack': '59', 'Defense': '85', 'Sp. Atk': '79', 'Sp. Def': '105', 'Speed': '36', 'Total': '424'}"
Mothim,414,"['Bug', 'Flying']","{'HP': '70', 'Attack': '94', 'Defense': '50', 'Sp. Atk': '94', 'Sp. Def': '50', 'Speed': '66', 'Total': '424'}"
Combee,415,"['Bug', 'Flying']","{'HP': '30', 'Attack': '30', 'Defense': '42', 'Sp. Atk': '30', 'Sp. Def': '42', 'Speed': '70', 'Total': '244'}"
Vespiquen,416,"['Bug', 'Flying']","{'HP': '70', 'Attack': '80', 'Defense': '102', 'Sp. Atk': '80', 'Sp. Def': '102', 'Speed': '40', 'Total': '474'}"
Pachirisu,417,['Electric'],"{'HP': '60', 'Attack': '45', 'Defense': '70', 'Sp. Atk': '45', 'Sp. Def': '90', 'Speed': '95', 'Total': '405'}"
Buizel,418,['Water'],"{'HP': '55', 'Attack': '65', 'Defense': '35', 'Sp. Atk': '60', 'Sp. Def': '30', 'Speed': '85', 'Total': '330'}"
Floatzel,419,['Water'],"{'HP': '85', 'Attack': '105', 'Defense': '55', 'Sp. Atk': '85', 'Sp. Def': '50', 'Speed': '115', 'Total': '495'}"
Cherubi,420,['Grass'],"{'HP': '45', 'Attack': '35', 'Defense': '45', 'Sp. Atk': '62', 'Sp. Def': '53', 'Speed': '35', 'Total': '275'}"
Cherrim,421,['Grass'],"{'HP': '70', 'Attack': '60', 'Defense': '70', 'Sp. Atk': '87', 'Sp. Def': '78', 'Speed': '85', 'Total': '450'}"
Shellos,422,['Water'],"{'HP': '76', 'Attack': '48', 'Defense': '48', 'Sp. Atk': '57', 'Sp. Def': '62', 'Speed': '34', 'Total': '325'}"
Gastrodon,423,"['Water', 'Ground']","{'HP': '111', 'Attack': '83', 'Defense': '68', 'Sp. Atk': '92', 'Sp. Def': '82', 'Speed': '39', 'Total': '475'}"
Ambipom,424,['Normal'],"{'HP': '75', 'Attack': '100', 'Defense': '66', 'Sp. Atk': '60', 'Sp. Def': '66', 'Speed': '115', 'Total': '482'}"
Drifloon,425,"['Ghost', 'Flying']","{'HP': '90', 'Attack': '50', 'Defense': '34', 'Sp. Atk': '60', 'Sp. Def': '44', 'Speed': '70', 'Total': '348'}"
Drifblim,426,"['Ghost', 'Flying']","{'HP': '150', 'Attack': '80', 'Defense': '44', 'Sp. Atk': '90', 'Sp. Def': '54', 'Speed': '80', 'Total': '498'}"
Buneary,427,['Normal'],"{'HP': '55', 'Attack': '66', 'Defense': '44', 'Sp. Atk': '44', 'Sp. Def': '56', 'Speed': '85', 'Total': '350'}"
Lopunny,428,['Normal'],"{'HP': '65', 'Attack': '76', 'Defense': '84', 'Sp. Atk': '54', 'Sp. Def': '96', 'Speed': '105', 'Total': '480'}"
Mismagius,429,['Ghost'],"{'HP': '60', 'Attack': '60', 'Defense': '60', 'Sp. Atk': '105', 'Sp. Def': '105', 'Speed': '105', 'Total': '495'}"
Honchkrow,430,"['Dark', 'Flying']","{'HP': '100', 'Attack': '125', 'Defense': '52', 'Sp. Atk': '105', 'Sp. Def': '52', 'Speed': '71', 'Total': '505'}"
Glameow,431,['Normal'],"{'HP': '49', 'Attack': '55', 'Defense': '42', 'Sp. Atk': '42', 'Sp. Def': '37', 'Speed': '85', 'Total': '310'}"
Purugly,432,['Normal'],"{'HP': '71', 'Attack': '82', 'Defense': '64', 'Sp. Atk': '64', 'Sp. Def': '59', 'Speed': '112', 'Total': '452'}"
Chingling,433,['Psychic'],"{'HP': '45', 'Attack': '30', 'Defense': '50', 'Sp. Atk': '65', 'Sp. Def': '50', 'Speed': '45', 'Total': '285'}"
Stunky,434,"['Poison', 'Dark']","{'HP': '63', 'Attack': '63', 'Defense': '47', 'Sp. Atk': '41', 'Sp. Def': '41', 'Speed': '74', 'Total': '329'}"
Skuntank,435,"['Poison', 'Dark']","{'HP': '103', 'Attack': '93', 'Defense': '67', 'Sp. Atk': '71', 'Sp. Def': '61', 'Speed': '84', 'Total': '479'}"
Bronzor,436,"['Steel', 'Psychic']","{'HP': '57', 'Attack': '24', 'Defense': '86', 'Sp. Atk': '24', 'Sp. Def': '86', 'Speed': '23', 'Total': '300'}"
Bronzong,437,"['Steel', 'Psychic']","{'HP': '67', 'Attack': '89', 'Defense': '116', 'Sp. Atk': '79', 'Sp. Def': '116', 'Speed': '33', 'Total': '500'}"
Bonsly,438,['Rock'],"{'HP': '50', 'Attack': '80', 'Defense': '95', 'Sp. Atk': '10', 'Sp. Def': '45', 'Speed': '10', 'Total': '290'}"
Mime Jr.,439,"['Psychic', 'Fairy']","{'HP': '20', 'Attack': '25', 'Defense': '45', 'Sp. Atk': '70', 'Sp. Def': '90', 'Speed': '60', 'Total': '310'}"
Happiny,440,['Normal'],"{'HP': '100', 'Attack': '5', 'Defense': '5', 'Sp. Atk': '15', 'Sp. Def': '65', 'Speed': '30', 'Total': '220'}"
Chatot,441,"['Normal', 'Flying']","{'HP': '76', 'Attack': '65', 'Defense': '45', 'Sp. Atk': '92', 'Sp. Def': '42', 'Speed': '91', 'Total': '411'}"
Spiritomb,442,"['Ghost', 'Dark']","{'HP': '50', 'Attack': '92', 'Defense': '108', 'Sp. Atk': '92', 'Sp. Def': '108', 'Speed': '35', 'Total': '485'}"
Gible,443,"['Dragon', 'Ground']","{'HP': '58', 'Attack': '70', 'Defense': '45', 'Sp. Atk': '40', 'Sp. Def': '45', 'Speed': '42', 'Total': '300'}"
Gabite,444,"['Dragon', 'Ground']","{'HP': '68', 'Attack': '90', 'Defense': '65', 'Sp. Atk': '50', 'Sp. Def': '55', 'Speed': '82', 'Total': '410'}"
Garchomp,445,"['Dragon', 'Ground']","{'HP': '108', 'Attack': '130', 'Defense': '95', 'Sp. Atk': '80', 'Sp. Def': '85', 'Speed': '102', 'Total': '600'}"
Munchlax,446,['Normal'],"{'HP': '135', 'Attack': '85', 'Defense': '40', 'Sp. Atk': '40', 'Sp. Def': '85', 'Speed': '5', 'Total': '390'}"
Riolu,447,['Fighting'],"{'HP': '40', 'Attack': '70', 'Defense': '40', 'Sp. Atk': '35', 'Sp. Def': '40', 'Speed': '60', 'Total': '285'}"
Lucario,448,"['Fighting', 'Steel']","{'HP': '70', 'Attack': '110', 'Defense': '70', 'Sp. Atk': '115', 'Sp. Def': '70', 'Speed': '90', 'Total': '525'}"
Hippopotas,449,['Ground'],"{'HP': '68', 'Attack': '72', 'Defense': '78', 'Sp. Atk': '38', 'Sp. Def': '42', 'Speed': '32', 'Total': '330'}"
Hippowdon,450,['Ground'],"{'HP': '108', 'Attack': '112', 'Defense': '118', 'Sp. Atk': '68', 'Sp. Def': '72', 'Speed': '47', 'Total': '525'}"
Skorupi,451,"['Poison', 'Bug']","{'HP': '40', 'Attack': '50', 'Defense': '90', 'Sp. Atk': '30', 'Sp. Def': '55', 'Speed': '65', 'Total': '330'}"
Drapion,452,"['Poison', 'Dark']","{'HP': '70', 'Attack': '90', 'Defense': '110', 'Sp. Atk': '60', 'Sp. Def': '75', 'Speed': '95', 'Total': '500'}"
Croagunk,453,"['Poison', 'Fighting']","{'HP': '48', 'Attack': '61', 'Defense': '40', 'Sp. Atk': '61', 'Sp. Def': '40', 'Speed': '50', 'Total': '300'}"
Toxicroak,454,"['Poison', 'Fighting']","{'HP': '83', 'Attack': '106', 'Defense': '65', 'Sp. Atk': '86', 'Sp. Def': '65', 'Speed': '85', 'Total': '490'}"
Carnivine,455,['Grass'],"{'HP': '74', 'Attack': '100', 'Defense': '72', 'Sp. Atk': '90', 'Sp. Def': '72', 'Speed': '46', 'Total': '454'}"
Finneon,456,['Water'],"{'HP': '49', 'Attack': '49', 'Defense': '56', 'Sp. Atk': '49', 'Sp. Def': '61', 'Speed': '66', 'Total': '330'}"
Lumineon,457,['Water'],"{'HP': '69', 'Attack': '69', 'Defense': '76', 'Sp. Atk': '69', 'Sp. Def': '86', 'Speed': '91', 'Total': '460'}"
Mantyke,458,"['Water', 'Flying']","{'HP': '45', 'Attack': '20', 'Defense': '50', 'Sp. Atk': '60', 'Sp. Def': '120', 'Speed': '50', 'Total': '345'}"
Snover,459,"['Grass', 'Ice']","{'HP': '60', 'Attack': '62', 'Defense': '50', 'Sp. Atk': '62', 'Sp. Def': '60', 'Speed': '40', 'Total': '334'}"
Abomasnow,460,"['Grass', 'Ice']","{'HP': '90', 'Attack': '92', 'Defense': '75', 'Sp. Atk': '92', 'Sp. Def': '85', 'Speed': '60', 'Total': '494'}"
Weavile,461,"['Dark', 'Ice']","{'HP': '70', 'Attack': '120', 'Defense': '65', 'Sp. Atk': '45', 'Sp. Def': '85', 'Speed': '125', 'Total': '510'}"
Magnezone,462,"['Electric', 'Steel']","{'HP': '70', 'Attack': '70', 'Defense': '115', 'Sp. Atk': '130', 'Sp. Def': '90', 'Speed': '60', 'Total': '535'}"
Lickilicky,463,['Normal'],"{'HP': '110', 'Attack': '85', 'Defense': '95', 'Sp. Atk': '80', 'Sp. Def': '95', 'Speed': '50', 'Total': '515'}"
Rhyperior,464,"['Ground', 'Rock']","{'HP': '115', 'Attack': '140', 'Defense': '130', 'Sp. Atk': '55', 'Sp. Def': '55', 'Speed': '40', 'Total': '535'}"
Tangrowth,465,['Grass'],"{'HP': '100', 'Attack': '100', 'Defense': '125', 'Sp. Atk': '110', 'Sp. Def': '50', 'Speed': '50', 'Total': '535'}"
Electivire,466,['Electric'],"{'HP': '75', 'Attack': '123', 'Defense': '67', 'Sp. Atk': '95', 'Sp. Def': '85', 'Speed': '95', 'Total': '540'}"
Magmortar,467,['Fire'],"{'HP': '75', 'Attack': '95', 'Defense': '67', 'Sp. Atk': '125', 'Sp. Def': '95', 'Speed': '83', 'Total': '540'}"
Togekiss,468,"['Fairy', 'Flying']","{'HP': '85', 'Attack': '50', 'Defense': '95', 'Sp. Atk': '120', 'Sp. Def': '115', 'Speed': '80', 'Total': '545'}"
Yanmega,469,"['Bug', 'Flying']","{'HP': '86', 'Attack': '76', 'Defense': '86', 'Sp. Atk': '116', 'Sp. Def': '56', 'Speed': '95', 'Total': '515'}"
Leafeon,470,['Grass'],"{'HP': '65', 'Attack': '110', 'Defense': '130', 'Sp. Atk': '60', 'Sp. Def': '65', 'Speed': '95', 'Total': '525'}"
Glaceon,471,['Ice'],"{'HP': '65', 'Attack': '60', 'Defense': '110', 'Sp. Atk': '130', 'Sp. Def': '95', 'Speed': '65', 'Total': '525'}"
Gliscor,472,"['Ground', 'Flying']","{'HP': '75', 'Attack': '95', 'Defense': '125', 'Sp. Atk': '45', 'Sp. Def': '75', 'Speed': '95', 'Total': '510'}"
